,Product_name,Brand,Item_id
1281,Pure Plush Gentle Deep Cleansing Foam,bareMinerals,2296211
1282,Take The Day Off Charcoal Cleansing Balm Makeup Remover,Clinique,2604464
1283,IRL Soft Focus 2 in 1 Powder Translucent,Revolution Beauty,2605186
1284,Vitamin Enriched Pressed Powder,BOBBI BROWN,2612318
1285,Lock-In Hydrating Makeup Setting Spray,L.A. Girl,2546816
1286,PRO Perfect Oil Control Multi-Tasking Setting Spray,L.A. Girl,2619162
1287,Glow Baby Brightening Setting Spray - SPF 45,Pacifica,2604655
1288,Close-Up Baking & Setting Powder,NABLA,2601536
1289,nan,nan,2607218
1290,Make It Last Mattifying Setting Powder,Milani,2581638
1291,Radiant Finish Long Lasting Makeup Setting Spray,NYX Professional Makeup,2557250
1292,Translucent Matte Pro Setting Powder,L.A. Girl,2504745
1293,HD Pro Setting Finish Spray,L.A. Girl,2504749
1294,Travel Size Loose Setting Powder,Dermablend,2568437
1295,Illuminating-Glow Makeup Setting Spray,L.A. Girl,2546805
1296,nan,nan,2607217
1297,Illuminating Banana Powder,Dermablend,2532495
1298,Jet Set Invisible Powder Spray,FLOWER Beauty,2587389
1299,Photo Focus Loose Setting Powder Banana,Wet n Wild,2558455
1300,Veil Soft Focus Setting Spray,HOURGLASS,2572573
1301,Lock and Last Water-Resistant Setting Spray,Dermablend,2581187
1302,Set + Refresh Perfecting Makeup Mist,EstÃ©e Lauder,2515496
1303,Fix It Forget It Hydrating Makeup Setting Spray,LancÃ´me,2533974
1304,Mattifying Setting Spray,Morphe,2614030
1305,Clean Invisible Loose Powder,CoverGirl,2604115
1306,Light Illusion Perfecting Powder,FLOWER Beauty,2524959
1307,POREfection Baked Perfecting Powder,LORAC,2232638
1308,Make It Last Sunscreen - Sunscreen Setting Spray SPF 30,Milani,2565913
1309,Stay-Matte Invisible Blotting Powder,Clinique,2302018
1310,Clean Fresh Pressed Powder,CoverGirl,2566112
1311,Luminous Setting Spray,Morphe,2610863
1312,Smooth Operator Amazonian Clay Pressed Finishing Powder,Tarte,2272084
1313,I Am Magic Loose Setting Powder,Juvia's Place,2552139
1314,nan,nan,2212995
1315,Setting Powder,KYLIE COSMETICS,2585677
1316,nan,nan,2604054
1317,HD Studio Finishing Powder Translucent Setting Powder,NYX Professional Makeup,2254920
1318,Pro Face Matte Pressed Powder,L.A. Girl,2578044
1319,Travel Size Shape Tape Stay Spray Setting Spray,Tarte,2547937
1320,No Filter Loose Setting Powder,ColourPop,2592771
1321,Born This Way Ethereal Setting Powder,Too Faced,2598671
1322,Smooth Operator Amazonian Clay Finishing Powder,Tarte,2600461
1323,Prep-Set-Glow Hydrating Setting Spray,ICONIC LONDON,2536945
1324,Blended Face Powder,Clinique,2157841
1325,UncompliKated SPF Soft Focus Makeup Setting Spray Broad Spectrum SPF 50 Sunscreen,Kate Somerville,2531116
1326,Dewy Set Hydrating Setting Spray Mini,Anastasia Beverly Hills,2564261
1327,Real Flawless Luminous Perfecting Talc-Free Pressed Finishing Powder,Laura Mercier,2608652
1328,Dewy Set Hydrating Setting Spray,Anastasia Beverly Hills,2543372
1329,Translucent Loose Setting Powder Mini,Anastasia Beverly Hills,2568385
1330,Light Reflecting Makeup Setting Mist,NARS,2624004
1331,Light Reflecting Pressed Setting Powder,NARS,2591171
1332,"Facial Spray with Aloe, Cucumber and Green Tea",Mario Badescu,2515878
1333,High Definition Powder,nan,2500446
1334,Travel Size Veil Translucent Setting Powder,HOURGLASS,2572598
1335,Lock-It Finishing Powder,KVD Beauty,2570903
1336,Can't Stop Won't Stop All Day Mattifying Powder,NYX Professional Makeup,2583789
1337,Dewy Finish Long Lasting Makeup Setting Spray Vegan Formula,NYX Professional Makeup,2254932
1338,ORIGINAL Mineral Veil Pressed Setting Powder - Translucent,bareMinerals,2582216
1339,Hangover 3-In-1 Replenishing Primer & Setting Spray,Too Faced,2513749
1340,All Nighter Vitamin C Hydrating Setting Spray,Urban Decay Cosmetics,2595985
1341,ORIGINALâ Mineral Veilâ Set + Protect Talc-Free âSetting Powder âMineral SPF 25 PA++â,bareMinerals,2623851
1342,Marsh Mellow Matte Setting Spray,NYX Professional Makeup,2617111
1343,Jumbo Bake & Set Setting Powder,Morphe,2621391
1344,All Nighter Extra Glow Dewy Setting Spray,Urban Decay Cosmetics,2567751
1345,Loose Baking Powder,Revolution Beauty,2505770
1346,nan,nan,2107730
1347,De-Slick Oil Control Setting Spray,Urban Decay Cosmetics,2503492
1348,Secret Brightening Powder for Under Eyes,Laura Mercier,2586416
1349,Smooth Operator Amazonian Clay Tinted Pressed Setting Powder,Tarte,2282470
1350,Bye Bye Pores Pressed Pore Minimizing Setting Powder,IT Cosmetics,2290474
1351,Makeup Setting Spray Organic Sunscreen SPF 30,COOLA,2287002
1352,Translucent Loose Setting Powder Ultra-Blur,Laura Mercier,2601177
1353,Translucent Loose Setting Powder,Laura Mercier,2559917
1354,Pretty Fresh Pressed Face Powder,ColourPop,2593136
1355,Loose Setting Powder,Dermablend,2278300
1356,Mineral Veil Finishing Powder Broad Spectrum SPF 25,bareMinerals,2215316
1357,Stay All Night Micro-Fine Setting Mist,e.l.f. Cosmetics,2567177
1358,Mini MAC Prep + Prime Fix+ Primer and Setting Spray,MAC,2510727
1359,Halo Glow Setting Powder,e.l.f. Cosmetics,2574627
1360,Bye Bye Pores Pressed Pore Minimizing Setting Powder,IT Cosmetics,2290474
1361,Continuous Prep & Set Setting Mist+,Morphe,2610861
1362,Travel Size Airbrush Flawless Setting Spray,Charlotte Tilbury,2619481
1363,Blended Face Powder,Clinique,2153517
1364,Fit Me Matte + Poreless Powder,Maybelline,2537847
1365,Mineralize Skinfinish Natural Face Powder,MAC,2510649
1366,Hy-Glam Correcting Concealer,NATASHA DENONA,2609431
1367,Magic Vanish Color Corrector,Charlotte Tilbury,2619343
1368,Camo Color Corrector,e.l.f. Cosmetics,2606625
1369,Pro Powder Palette - Sculpt & Highlight,L.A. Girl,2612689
1370,MegaGlo Contouring Palette,Wet n Wild,2518306
1371,Highlight & Contour Pro Face Palette,NYX Professional Makeup,2284091
1372,Sculpt Tape Contour,Tarte,2604053
